Status,Paper.code,Paper.number,Screening.set,Extraction.set,Paper,Publication.year,Title,DOI,Species.latin,Family,Class,Phylum,Sex.exposed,Fertilisation.mode,Agricultural.importance,Lab.or.field,Animal.origin,Stressor.variation,Habitat,Country.of.origin,Continent.of.origin,Ocean.sea.of.origin,Exposure.duration,Life.stage.of.animal,Lowest.temp.below.10.C.,Constant.or.fluctuating.,Acclimated.,Effect.size.code,Experiment.code,Trait.category,Trait,Sex,Rearing.temperature,es,v,diff,reftemp,treattemp
Good,TEMP791,717,13,5C,"Hoang, T.et al.",2002,"Maturation and spawning performance of pond-reared Penaeus merguiensis in different combinations of temperature, light intensity and photoperiod",10.1046/j.1365-2109.2002.00787.x,Penaeus merguiensis,Penaeidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Farmed,Experimental,Aquatic,Australia,Australasia,NA,More than 5 days,Adult,No,Constant,No,TEMP791_4,TEMP791B,Survival,Prop. surviving (both sexes),Both sexes,26.8,0,0,0,26.9,26.9
Good,TEMP791,717,13,5C,"Hoang, T.et al.",2002,"Maturation and spawning performance of pond-reared Penaeus merguiensis in different combinations of temperature, light intensity and photoperiod",10.1046/j.1365-2109.2002.00787.x,Penaeus merguiensis,Penaeidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Farmed,Experimental,Aquatic,Australia,Australasia,NA,More than 5 days,Adult,No,Constant,No,TEMP791_5,TEMP791C,Survival,Prop. surviving (both sexes),Both sexes,26.8,0,0,0,27,27
Good,TEMP876,778,14,6B,"Ismail, M. S. M.et al.",2015,The acaricidal activity of some essential and fixed oils against the two-spotted spider mite in relation to different temperatures,10.1080/09670874.2015.1018378,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,TEMP876_1,TEMP876A,Survival,Porportion surviving 4 days,Parthenogenetic,27,0,0,0,27,27
Good,TEMP906,798,14,6C,"Jeffs, C. T.; Leather, S. R.",2014,"Effects of extreme, fluctuating temperature events on life history traits of the grain aphid, Sitobion avenae",10.1111/eea.12160,Sitobion avenae,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Juvenile,No,Fluctuating,Yes (< 4 days),TEMP906_1,TEMP906A,Survival,Porportion surviving 4 days of temperature treatment plus 2 additional days at control temperature,Parthenogenetic,20,0,0,0,20,20
Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_1,TEMP915_A,Survival,female survival (%),Female,20,0.355815443,0.132294111,-7,20,13
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_5,HUM33B,Reproduction,Female age-specific fertility (mx),Female,NA,0,0,0,25,25
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_2,HUM33B,Longevity,Female survival (lx),Female,NA,0,0,0,25,25
Good,TEMP1683,1462,28,13A,"RAGA, I.et al.",1988,"EFFECTS OF TEMPERATURE ON ADULT LONGEVITY, FERTILITY, AND RATE OF TRANS-OVARIAL PASSAGE OF RICE STRIPE VIRUS IN THE SMALL BROWN PLANTHOPPER, LAODELPHAX-STRIALUS FALLEN (HOMOPTERA, DELPHACIDAE",10.1303/aez.23.67,Laodelphax striatellus,Delphacidae,Insecta,Arthropoda,Both sexes,Internal,Other,Lab,Wild-caught,Experimental,Terrestrial,Japan,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP1683_4,TEMP1683A,Reproduction,Proportion females laying fertile eggs,Female,25,0.20365327,0.052904439,7.5,25,32.5
Good,TEMP1781,1549,29,13B,"Rukke, B. A.et al.",2018,"Temperature stress deteriorates bed bug (Cimex lectularius) populations through decreased survival, fecundity and offspring success",10.1371/journal.pone.0193788,Cimex lectularius,Cimicidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1781_2,TEMP1781A,Survival,Proportion adults alive day 21,Both sexes,22,-1.257192049,0.039918883,14,22,36
Good,TEMP1818,1581,30,14A,"Sanchez, J. A.; Lacasa, A.",2002,Modelling population dynamics of Orius laevigatus and O-albidipennis (Hemiptera : Anthocoridae) to optimize their use as biological control agents of Frankliniella occidentalis (Thysanoptera : Thripidae),10.1079/BER2001136,Orius laevigatus,Anthocoridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1818_4,TEMP1818A,Reproduction,percentage of pairs producing progeny,Both sexes,23,-2.32E-16,0.069295102,5,25,30
Good,TEMP1818,1581,30,14A,"Sanchez, J. A.; Lacasa, A.",2002,Modelling population dynamics of Orius laevigatus and O-albidipennis (Hemiptera : Anthocoridae) to optimize their use as biological control agents of Frankliniella occidentalis (Thysanoptera : Thripidae),10.1079/BER2001136,Orius albidipennis,Anthocoridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1818_8,TEMP1818B,Reproduction,percentage of pairs producing progeny,Both sexes,23,2.85E-16,0.062741313,5,25,30
Good,TEMP1819,1582,30,14A,"Sanchez, J. A.et al.",2009,"Life history parameters for Nesidiocoris tenuis (Reuter) (Het., Miridae) under different temperature regimes",10.1111/j.1439-0418.2008.01342.x,Nesidiocoris tenuis,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Spain,Europe,NA,Mix,Mix,No,Constant,No,TEMP1819_2,TEMP1819A,Survival,Survival,Female,25,0,0,0,25,25
Good,TEMP1865,1624,31,14B,Seager 1991,1991,EFFECTS OF HIGH-TEMPERATURE STRESS ON ADULTS AND EGGS OF DROSOPHILA-ROBUSTA AND D-TRIPUNCTATA,10.2307/2426156,Drosophila tripunctata,Drosophilidae,Insecta,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1865_7,TEMP1865B,Reproduction,% fertile,Female,20,-0.935505802,0.424310308,10,20,30
Good,TEMP1865,1624,31,14B,Seager 1991,1991,EFFECTS OF HIGH-TEMPERATURE STRESS ON ADULTS AND EGGS OF DROSOPHILA-ROBUSTA AND D-TRIPUNCTATA,10.2307/2426156,Drosophila robusta,Drosophilidae,Insecta,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1865_3,TEMP1865A,Reproduction,% fertile,Female,20,-1.202075037,0.207881619,10,20,30
Good,TEMP2093,1813,35,15A,"Ugine, T. A.",2011,"The effect of temperature and exposure to Beauveria bassiana on tarnished plant bug Lygus lineolaris (Heteroptera: Miridae) population dynamics, and the broader implications of treating insects with entomopathogenic fungi over a range of temperatures",10.1016/j.biocontrol.2011.08.004,Lygus lineolaris,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2093_2,TEMP2093A,Survival,Survival,Female,27,0,0,0,25,25
Good,TEMP2123,1841,35,15A,"Velasco, L. R. I.; Walter, G. H.",1993,"INFLUENCE OF TEMPERATURE ON SURVIVAL AND REPRODUCTION OF NEZARA-VIRIDULA (L) (HEMIPTERA, PENTATOMIDAE)",10.1111/j.1440-6055.1993.tb00578.x,Nezara viridula,Pentatomidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Fluctuating,No,TEMP2123_2,TEMP2123A,Survival,Survival,Female,NA,-0.923760431,0.221333333,7,25,32
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_1,TEMP2160A,Survival,Survival,Female,30,-1.047734117,0.075814556,4.28,40.63,44.91
Good,TEMP378,394,6,4A,"Chi, B. J.et al.",2016,"Temperature-dependent demography of Agriphila aeneociliella (Lepidoptera: Crambidae), a new insect pest of wheat in China",10.1111/afe.12151,Agriphila aeneociliella,Crambidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP378_2,TEMP378A,Survival,Survival rate,Both sexes,23,0,0,0,23,23
Good,TEMP384,399,6,4A,"Chiu, M. C.et al.",2019,"Effects of experimental warming on wild and transgenic oriental fruit fly, Bactrocera dorsalis",10.1111/jen.12672,Bactrocera dorsalis,Tephritidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Fluctuating,No,TEMP384_1,TEMP384A,Survival,Survival rate,Both sexes,28,0.405908377,0.020411904,3.9,28.6,32.5
Good,TEMP587,546,9,4C,"Foerster, L. A.; Butnariu, A. R.",2004,"Development, reproduction, and longevity of Telenomus cyamophylax, egg parasitoid of the velvetbean caterpillar Anticarsia gemmatalis, in relation to temperature",10.1016/S1049-9644(03)00133-6,Telenomus cyamophylax,Platygastridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP587_3,TEMP587A,Reproduction,Number of offspring,Both sexes,25,0,0,0,25,25
Good,TEMP876,778,14,6B,"Ismail, M. S. M.et al.",2015,The acaricidal activity of some essential and fixed oils against the two-spotted spider mite in relation to different temperatures,10.1080/09670874.2015.1018378,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,TEMP876_1,TEMP876A,Survival,Porportion surviving 4 days,Parthenogenetic,27,-0.409392166,0.034031675,8,27,35
Good,TEMP906,798,14,6C,"Jeffs, C. T.; Leather, S. R.",2014,"Effects of extreme, fluctuating temperature events on life history traits of the grain aphid, Sitobion avenae",10.1111/eea.12160,Sitobion avenae,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Juvenile,No,Fluctuating,Yes (< 4 days),TEMP906_1,TEMP906A,Survival,Porportion surviving 4 days of temperature treatment plus 2 additional days at control temperature,Parthenogenetic,20,-0.093140654,0.154012984,5,20,25
Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_1,TEMP915_A,Survival,female survival (%),Female,20,-0.822808986,0.134317948,-5,20,15
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_5,HUM33B,Reproduction,Female age-specific fertility (mx),Female,NA,0.26055262,0.086421449,5,25,30
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_2,HUM33B,Longevity,Female survival (lx),Female,NA,-0.154752642,0.085963748,5,25,30
Good,TEMP1781,1549,29,13B,"Rukke, B. A.et al.",2018,"Temperature stress deteriorates bed bug (Cimex lectularius) populations through decreased survival, fecundity and offspring success",10.1371/journal.pone.0193788,Cimex lectularius,Cimicidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1781_2,TEMP1781A,Survival,Proportion adults alive day 21,Both sexes,22,-1.897614757,0.059671376,16,22,38
Good,TEMP1818,1581,30,14A,"Sanchez, J. A.; Lacasa, A.",2002,Modelling population dynamics of Orius laevigatus and O-albidipennis (Hemiptera : Anthocoridae) to optimize their use as biological control agents of Frankliniella occidentalis (Thysanoptera : Thripidae),10.1079/BER2001136,Orius laevigatus,Anthocoridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1818_4,TEMP1818A,Reproduction,percentage of pairs producing progeny,Both sexes,23,-1.07468066,0.076365311,10,25,35
Good,TEMP1818,1581,30,14A,"Sanchez, J. A.; Lacasa, A.",2002,Modelling population dynamics of Orius laevigatus and O-albidipennis (Hemiptera : Anthocoridae) to optimize their use as biological control agents of Frankliniella occidentalis (Thysanoptera : Thripidae),10.1079/BER2001136,Orius albidipennis,Anthocoridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1818_8,TEMP1818B,Reproduction,percentage of pairs producing progeny,Both sexes,23,-0.466221964,0.066010817,10,25,35
Good,TEMP1819,1582,30,14A,"Sanchez, J. A.et al.",2009,"Life history parameters for Nesidiocoris tenuis (Reuter) (Het., Miridae) under different temperature regimes",10.1111/j.1439-0418.2008.01342.x,Nesidiocoris tenuis,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Spain,Europe,NA,Mix,Mix,No,Constant,No,TEMP1819_2,TEMP1819A,Survival,Survival,Female,25,0.324331524,0.089464917,5,25,30
Good,TEMP2057,1784,34,15A,"Throne, J. E.; Weaver, D. K. m. o.",2013,Impact of temperature and relative humidity on life history parameters of adult Sitotroga cerealella (Lepidoptera: Gelechiidae,10.1016/j.jspr.2013.10.003,Sitotroga cerealella,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2057_2,TEMP2057A,Reproduction,Proportion fertile females,Female,25,0,0,0,25,25
Good,TEMP2093,1813,35,15A,"Ugine, T. A.",2011,"The effect of temperature and exposure to Beauveria bassiana on tarnished plant bug Lygus lineolaris (Heteroptera: Miridae) population dynamics, and the broader implications of treating insects with entomopathogenic fungi over a range of temperatures",10.1016/j.biocontrol.2011.08.004,Lygus lineolaris,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2093_2,TEMP2093A,Survival,Survival,Female,27,-0.27177789,0.068578127,5,25,30
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_1,TEMP2160A,Survival,Survival,Female,30,-1.455884637,0.084330001,5.52,40.63,46.15
Good,TEMP378,394,6,4A,"Chi, B. J.et al.",2016,"Temperature-dependent demography of Agriphila aeneociliella (Lepidoptera: Crambidae), a new insect pest of wheat in China",10.1111/afe.12151,Agriphila aeneociliella,Crambidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP378_2,TEMP378A,Survival,Survival rate,Both sexes,23,-0.167936019,0.025283204,2,23,25
Good,TEMP587,546,9,4C,"Foerster, L. A.; Butnariu, A. R.",2004,"Development, reproduction, and longevity of Telenomus cyamophylax, egg parasitoid of the velvetbean caterpillar Anticarsia gemmatalis, in relation to temperature",10.1016/S1049-9644(03)00133-6,Telenomus cyamophylax,Platygastridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP587_3,TEMP587A,Reproduction,Number of offspring,Both sexes,25,-0.05784493,0.100041825,5,25,30
Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_1,TEMP915_A,Survival,female survival (%),Female,20,0.879209056,0.135772401,-3,20,17
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_5,HUM33B,Reproduction,Female age-specific fertility (mx),Female,NA,0.700036902,0.090818991,7.5,25,32.5
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_2,HUM33B,Longevity,Female survival (lx),Female,NA,0.4829351,0.088143726,7.5,25,32.5
Good,TEMP1819,1582,30,14A,"Sanchez, J. A.et al.",2009,"Life history parameters for Nesidiocoris tenuis (Reuter) (Het., Miridae) under different temperature regimes",10.1111/j.1439-0418.2008.01342.x,Nesidiocoris tenuis,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Spain,Europe,NA,Mix,Mix,No,Constant,No,TEMP1819_2,TEMP1819A,Survival,Survival,Female,25,-0.401789139,0.146231245,10,25,35
Good,TEMP2093,1813,35,15A,"Ugine, T. A.",2011,"The effect of temperature and exposure to Beauveria bassiana on tarnished plant bug Lygus lineolaris (Heteroptera: Miridae) population dynamics, and the broader implications of treating insects with entomopathogenic fungi over a range of temperatures",10.1016/j.biocontrol.2011.08.004,Lygus lineolaris,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2093_2,TEMP2093A,Survival,Survival,Female,27,-0.642095747,0.063875316,7,25,32
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_1,TEMP2160A,Survival,Survival,Female,30,-1.893333333,0.096539259,8.56,40.63,49.19
Good,TEMP378,394,6,4A,"Chi, B. J.et al.",2016,"Temperature-dependent demography of Agriphila aeneociliella (Lepidoptera: Crambidae), a new insect pest of wheat in China",10.1111/afe.12151,Agriphila aeneociliella,Crambidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP378_2,TEMP378A,Survival,Survival rate,Both sexes,23,-0.518803248,0.0348427,4,23,27
Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_1,TEMP915_A,Survival,female survival (%),Female,20,0,0,0,20,20
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_5,HUM33B,Reproduction,Female age-specific fertility (mx),Female,NA,-0.134433965,0.085902541,10,25,35
Good,HUM33,2027,39,24A,"Beckett & Evans, 1994",1994,"THE DEMOGRAPHY OF ORYZAEPHILUS-SURINAMENSIS (L) (COLEOPTERA, SILVANIDAE) ON KIBBLED WHEAT",10.1016/0022-474X(94)90190-2,Oryzaephilus surinamensis,Silvanidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (>4 days),HUM33_2,HUM33B,Longevity,Female survival (lx),Female,NA,-0.140909533,0.085921114,10,25,35
Good,TEMP1819,1582,30,14A,"Sanchez, J. A.et al.",2009,"Life history parameters for Nesidiocoris tenuis (Reuter) (Het., Miridae) under different temperature regimes",10.1111/j.1439-0418.2008.01342.x,Nesidiocoris tenuis,Miridae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Spain,Europe,NA,Mix,Mix,No,Constant,No,TEMP1819_2,TEMP1819A,Survival,Survival,Female,25,-1.172812221,0.093939012,15,25,40
Good,TEMP2057,1784,34,15A,"Throne, J. E.; Weaver, D. K. m. o.",2013,Impact of temperature and relative humidity on life history parameters of adult Sitotroga cerealella (Lepidoptera: Gelechiidae,10.1016/j.jspr.2013.10.003,Sitotroga cerealella,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2057_2,TEMP2057A,Reproduction,Proportion fertile females,Female,25,-1.257474964,0.39921847,10,25,35
Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_1,TEMP915_A,Survival,female survival (%),Female,20,-5.13E-16,0.098455598,5,20,25
Good,TEMP2057,1784,34,15A,"Throne, J. E.; Weaver, D. K. m. o.",2013,Impact of temperature and relative humidity on life history parameters of adult Sitotroga cerealella (Lepidoptera: Gelechiidae,10.1016/j.jspr.2013.10.003,Sitotroga cerealella,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2057_2,TEMP2057A,Reproduction,Proportion fertile females,Female,25,-1.346262784,0.408850978,15,25,40
